,Belt1_length_deviation,Belt2_length_deviation,TD_length_deviation,IL_length_deviation,PLY1_length_deviation,PLY2_length_deviation,Belt1_width_deviation,Belt2_width_deviation,TD_width_deviation,1BPR_CYCLE_MAT_AT_FRONT,1BPR_CYCLE_TOTAL,2BPR_CYCLE_MAT_AT_FRONT,2BPR_CYCLE_TOTAL,BP1_TOTAL_SCRAP_CUTOUT,BP2_TOTAL_SCRAP_CUTOUT,BPPR_BP1_CYCLE_REST,BPPR_BP2_CYCLE_REST,BR1_LE_ANGLE_MEASURED,BR1_TE_ANGLE_MEASURED,BR2_LE_ANGLE_MEASURED,BR2_TE_ANGLE_MEASURED,BR2_WIDTH_MEASURED,BTPR_CYCLE_TIME_WAIT_CC,DR_SHAPE_PRESSURE_MAX,DR_STITCH_TD_PRESSURE_MAX,DR_TURNUP_PRESSURE_MAX,PR_CYCLE_TIME_1PAP,PR_CYCLE_TIME_PAAP,PR_CYCLE_TIME_STITCH_PA,ISDS_AMOUNT_SPLICES_BP1,ISDS_AMOUNT_SPLICES_BP2,PA_ANGLE_MEASURED,PA_WIDTH_MEASURED,PAPR_CYCLE_MAT_AT_FRONT,PAPR_CYCLE_TOTAL,TDPR_CYCLE_MAT_AT_FRONT,TDPR_CYCLE_TOTAL,BARCODE,FVCW,ONICITY,Upper,ower,tatic,gt_date,Non_Uniformity_Imbalance,Non_Uniformity_RFPP,timeperiod,Rejection_RFPP_Imbalance
3073,5.11,3.35,-0.69,0.7,0.65,0,-2.48,0.07,-0.62,28.041,59.763,83.861,116.26,0,0,73.205,0,29.28,28.85,28.2,28.01,186.07,0,0.849817,1.11416,0.660562,0,0,0,0,0,0,0,83.886,134.559,89.896,121.238,8309116202,4.57,0.12,26.99,14.97,24.75,25-03-2022,0,0,Control 1,Not Rejected Tyre
3072,5.11,3.76,-0.75,0.69,0.35,0,-4.1568,0.5,-0.73,87.738,119.468,144.564,176.983,0,0,170.682,0,29.18,28.8,28.16,28.19,186.5,0,0.85348,1.116,0.667277,0,0,0,0,0,0,0,13.972,64.658,222.818,254.082,8309116198,7.86,-3.93,10.1,12.79,22.89,25-03-2022,0,0,Control 1,Not Rejected Tyre
3071,1.37,2.39,-2.12,2.53,0.65,0,-2.32,0.02,-0.14,43.674,75.269,42.85,75.306,80,0,44.838,0,29.16,29.28,28.3,27.84,186.02,0,0.85409,1.11538,0.662393,0,0,0,0,0,0,0,10.377,60.836,19.901,51.233,8309116141,4.07,-3.8,22.41,8.27,30.36,25-03-2022,0,0,Control 1,Not Rejected Tyre
3068,-0.96,0.17,-1.21,2.17,-1.79,0,-1.84,0.02,0.08,27.436,58.898,26.445,58.924,0,0,44.768,0,29.22,29.39,28.39,27.76,186.02,0,0.85348,1.11355,0.664225,0,0,0,0,0,0,0,10.379,60.913,8.839,40.126,8309116137,8.64,-2.42,16.75,32.64,43.88,25-03-2022,0,0,Control 1,Not Rejected Tyre
3070,1.37,2.39,-2.12,2.53,0.65,0,-2.32,0.02,-0.14,43.674,75.269,42.85,75.306,80,0,44.838,0,29.16,29.28,28.3,27.84,186.02,0,0.85409,1.11538,0.662393,0,0,0,0,0,0,0,10.377,60.836,19.901,51.233,8309116141,4.07,-3.8,22.41,8.27,30.36,25-03-2022,0,0,Control 1,Not Rejected Tyre
3069,-0.57,2.8,-0.46,1.52,0.9,0,-1.9,0.51,-0.03,8.464,39.974,7.691,39.995,0,0,44.821,0,28.76,29.19,28.39,27.9,186.51,0,0.851648,1.11538,0.662393,0,0,0,0,0,0,0,10.49,61.008,8.989,40.242,8309116136,5.58,-0.66,24.43,9.97,26.87,25-03-2022,0,0,Control 1,Not Rejected Tyre
3228,0.65,-0.91,-0.47,-0.87,0.23,0,-0.37,-0.1,0.18,188.846,220.517,188.458,220.494,0,0,159.272,0,29.41,29.27,27.88,27.63,185.9,0,0.851038,1.116,0.660562,0,0,0,0,0,0,0,357.2384,430.21814,101.993,133.283,8309116292,4.85,-0.19,10.32,13.97,4.96,25-03-2022,0,0,Control 1,Not Rejected Tyre
3229,2.03,3.77,-0.73,-0.74,1.01,0,-1.47,-0.7,-0.37,29.125,60.587,28.589,60.602,80,0,38.11,0,29.21,29.2,27.87,27.67,185.3,0,0.854701,1.11538,0.662393,0,0,0,0,0,0,0,10.186,60.902,29.73,61.102,8309116246,2.83,-2.01,10.56,11.53,21.52,25-03-2022,0,0,Control 1,Not Rejected Tyre
3230,0.42,-2.05,-2.27,1.01,-0.93,0,-2,0.24,-0.13,29.232,60.742,28.745,60.773,0,0,31.044,0,29.46,29.18,28,27.55,186.24,0,0.855922,1.11416,0.662393,0,0,0,0,0,0,0,10.322,60.998,29.646,60.982,8309116264,5.83,1.93,21.39,9.84,13.74,25-03-2022,0,0,Control 1,Not Rejected Tyre
3082,-2.97,1.96,-2.78,2.36,-0.32,0,-3.25,0.24,-0.24,29.175,60.749,20.579,53.071,0,0,52.607,0,29.31,29.31,28.39,27.62,186.24,0,0.860195,1.11538,0.663004,0,0,0,0,0,0,0,19.485,70.047,19.818,51.063,8309116130,8.72,-2.03,14,15.97,2.04,25-03-2022,0,0,Control 1,Not Rejected Tyre
3067,-1.09,1.63,-1.47,1.93,-1.92,0,-1.11,0.39,-0.17,28.952,60.731,28.32,60.751,0,0,44.837,0,29.26,29.39,28.39,27.91,186.39,0,0.851648,1.11538,0.664225,0,0,0,0,0,0,0,10.448,60.958,29.557,60.867,8309116143,7.58,-1.49,30.37,5.99,25.15,25-03-2022,0,0,Control 1,Not Rejected Tyre
3245,1.59,1.86,-3.83,-0.94,0.11,0,-0.63,-0.04,-2.12,15.329,46.836,14.86,46.831,0,0,60.702,0,29.47,29.37,27.83,27.96,185.96,0,0.846764,1.116,0.660562,0,0,0,0,0,0,0,357.2384,430.21814,357.285,388.531,8309116238,4.88,-0.82,3.9,21.95,21,25-03-2022,0,0,Control 1,Not Rejected Tyre
3243,1.63,1.36,-2.54,-0.61,-1.32,0,-0.32,0.72,-0.56,34.653,66.208,34.276,66.202,0,0,44.731,0,29.06,29.3,27.78,27.92,186.72,0,0.849817,1.116,0.664225,0,0,0,0,0,0,0,83.786,134.437,59.128,90.461,8309116276,4.74,-0.49,16.9,6.54,22.1,25-03-2022,0,0,Control 1,Not Rejected Tyre
3242,0.18,1.88,-1.62,0.45,0,0,-0.48,-0.76,-0.42,83.928,125.884,93.93,125.873,0,0,108.288,0,29.29,29.48,27.46,27.63,185.24,0,0.849817,1.11538,0.659951,0,0,0,0,0,0,0,6.003,59.453,5.001,37.18196,8309116287,6.91,-1.13,14.87,21.84,28.67,25-03-2022,0,0,Control 1,Not Rejected Tyre
3241,0.18,1.88,-1.62,0.45,0,0,-0.48,-0.76,-0.42,83.928,125.884,93.93,125.873,0,0,108.288,0,29.29,29.48,27.46,27.63,185.24,0,0.849817,1.11538,0.659951,0,0,0,0,0,0,0,6.003,59.453,5.001,37.18196,8309116287,6.91,-1.13,14.87,21.84,28.67,25-03-2022,0,0,Control 1,Not Rejected Tyre
3240,0.61,1.25,-1.97,0.71,-1.05,0,-0.11,-1.68,-0.29,29.246,60.726,28.671,60.723,0,0,30.976,0,29.29,29.55,27.51,27.76,184.32,0,0.855922,1.11538,0.661783,0,0,0,0,0,0,0,10.135,60.808,29.35,60.695,8309116247,7.17,0.35,16.02,8.36,13.9,25-03-2022,0,0,Control 1,Not Rejected Tyre
3111,0.96,3.23,-1.44,1.11,-1.94,0,-3.15,-2.01,-0.79,422.48768,472.21774,430.34916,485.08216,0,0,311.082,0,28.76,28.84,27.75,27.65,183.99,0,0.851038,1.11416,0.663004,0,0,0,0,0,0,0,66.424,117.056,467.08154,512.76524,8309116209,8.01,-3.51,14.4,46.41,37.87,25-03-2022,0,0,Control 1,Not Rejected Tyre
3109,1.04,0.01,-1.08,-0.7,-1.07,0,-0.64,-1.79,-0.2,29.325,60.727,28.723,60.752,0,0,44.833,0,29.28,29.5,27.86,27.71,184.21,0,0.857753,1.116,0.663004,0,0,0,0,0,0,0,10.394,60.98,29.594,60.944,8309116243,5.55,1.62,11.2,27.23,28.63,25-03-2022,0,0,Control 1,Not Rejected Tyre
3086,-0.6,0.23,-1.28,2.34,-1.03,0,-1.58,0.29,-0.31,29.197,60.741,28.355,60.744,0,0,44.928,0,29.4,29.16,28.39,27.81,186.29,0,0.856532,1.116,0.660562,0,0,0,0,0,0,0,10.417,60.889,20.627,51.938,8309116133,6.04,-1.84,21.05,28.73,46.86,25-03-2022,0,0,Control 1,Not Rejected Tyre
3022,-3.43,-1.89,-2.39,0.77,0.31,0,0.49,-0.26,0.41,29.358,60.812,29.085,60.839,0,0,44.765,0,29.29,29.32,27.69,27.78,185.74,0,0.851648,1.11355,0.663004,0,0,0,0,0,0,0,6.009,59.344,78.159,109.419,8309203829,7.290669441,0.597860336,12.28985017,9.995051145,3.06421364,25-03-2022,0,0,Control 1,Not Rejected Tyre
3239,0.37,2.26,-2.2,2.04,-0.56,0,-1.16,-0.59,0.35,29.291,60.77,28.692,60.783,0,0,44.927,0,29.28,29.23,27.92,27.72,185.41,0,0.851038,1.11538,0.660562,0,0,0,0,0,0,0,5.997,56.562,106.084,137.474,8309116301,5.8,-1.2,15.52,15.43,22.68,25-03-2022,0,0,Control 1,Not Rejected Tyre
3237,2.08,0.65,-1.8,0.22,-1.94,0,-0.37,-1.57,-2.21,60.205,91.596,59.539,91.655,0,0,44.773,0,29.12,29.38,27.71,27.67,184.43,0,0.851648,1.11355,0.662393,0,0,0,0,0,0,0,10.389,60.919,81.593,112.904,8309116284,7.68,-2.32,22.93,22.83,39.87,25-03-2022,0,0,Control 1,Not Rejected Tyre
3236,-0.98,0.92,-0.17,0.4,-0.77,0,-0.16,0.18,-0.38,29.254,60.759,28.774,60.768,0,0,44.881,0,29.54,29.42,27.95,27.78,186.18,0,0.855922,1.11783,0.660562,0,0,0,0,0,0,0,10.384,60.993,78.086,109.411,8309116270,4.48,-0.8,13.71,11.23,11.53,25-03-2022,0,0,Control 1,Not Rejected Tyre
3235,1.34,0.37,-2.84,0.76,0.21,0,-2.98,-0.7,0.16,422.48768,472.21774,430.34916,485.08216,0,0,470.86138,0,29.27,29.02,27.87,28.02,185.3,0,0.856532,1.11416,0.663004,0,0,0,0,0,0,0,18.211,68.74,29.663,61.031,8309203738,7.06,-3.23,26.58,22.05,23.5,25-03-2022,0,0,Control 1,Not Rejected Tyre
3112,0.7,1.52,-2.26,0.15,-2.74,0,-1.1,-0.09,-0.63,29.553,60.937,28.92,60.908,0,0,44.932,0,29.17,29.2,27.86,28.07,185.91,0,0.857753,1.11538,0.662393,0,0,0,0,0,0,0,68.641,119.251,23.666,54.966,8309116231,6.17,-0.79,19.8,22.75,40.21,25-03-2022,0,0,Control 1,Not Rejected Tyre
3076,5.11,2.28,-0.1,1.94,0.22,0,-2.32,0.13,-0.62,19.04,50.868,69.685,102.137,0,0,99.626,0,29.13,28.89,28.2,28.05,186.13,0,0.849817,1.11111,0.663004,0,0,0,0,0,0,0,27.431,78.058,73.276,104.609,8309116200,4.59,-3.32,31.44,1.61,31.9,25-03-2022,0,0,Control 1,Not Rejected Tyre
3085,1.15,3.71,-1.56,0.88,-0.64,0,-3.36,-0.09,-0.42,40.012,71.77,86.856,119.243,0,0,44.865,0,28.76,28.73,28.03,28.12,185.91,0,0.856532,1.116,0.663004,0,0,0,0,0,0,0,202.576,253.271,78.967,110.301,8309116205,5.18,-3.07,18.99,12.32,27.16,25-03-2022,0,0,Control 1,Not Rejected Tyre
3075,2.49,1.38,-0.1,2.27,-1.32,0,-1.21,0.56,-0.63,110.638,142.309,191.766,224.25,0,0,213.538,0,29.36,28.76,28.28,28.15,186.56,0,0.85409,1.116,0.667277,0,0,0,0,0,0,0,123.978,191.585,100.231,131.533,8309116197,5.29,-2.92,20.97,23.23,21.88,25-03-2022,0,0,Control 1,Not Rejected Tyre
3083,-0.31,0.59,-2,1.78,-0.3,0,-1.37,0.61,-0.45,20.336,51.778,19.427,51.778,0,0,44.823,0,29.26,29.12,28.39,27.73,186.61,0,0.849206,1.11416,0.662393,0,0,0,0,0,0,0,10.403,60.945,8.849,40.158,8309116132,6.06,-3.85,11.45,8.03,18.48,25-03-2022,0,0,Control 1,Not Rejected Tyre
3231,-2.01,-2.38,-3.44,0.49,0.63,0,-2.29,-0.64,0.35,308.078,339.448,307.702,339.45,80,0,334.327,0,29.37,29.2,27.86,27.88,185.36,0,0.858364,1.11355,0.663004,0,0,0,0,0,0,0,30.985,81.466,92.457,123.772,8309203881,5.05,-1,10.67,13.27,18.65,25-03-2022,0,0,Control 1,Not Rejected Tyre
3238,0.05,-0.94,-0.54,1.23,-0.92,0,-0.84,0.56,0.34,35.303,66.799,34.773,66.812,0,0,69.926,0,29.46,29.32,27.98,27.97,186.56,0,0.854701,1.116,0.661783,0,0,0,0,0,0,0,6.01,59.582,48.764,80.113,8309116299,4.82,-0.77,22.1,26.26,46.12,25-03-2022,0,0,Control 1,Not Rejected Tyre
3126,2.6,1.65,-2.37,-0.33,-0.73,0,-0.89,0.45,-0.07,29.121,60.653,28.478,60.701,0,0,72.808,0,29.34,29.33,28.02,28.15,186.45,0,0.855922,1.11355,0.660562,0,0,0,0,0,0,0,10.151,60.83,94.446,125.806,8309116234,6.33,1.12,21.92,20.46,36.32,25-03-2022,0,0,Control 1,Not Rejected Tyre
3612,-1.88,-0.15,-1.17,0.74,-0.4,0,-0.79,-0.32,0.22,62.537,94.28,42.354,74.888,0,0,261.463,0,29.41,29.47,28.39,27.78,185.68,0,0.854701,1.116,0.664225,0,0,0,0,0,0,0,119.447,169.885,94.476,125.785,8309116069,6.79,-2.53,14.87,12.97,7.41,25-03-2022,0,0,Control 1,Not Rejected Tyre
3015,-1.26,-0.78,-1.69,0.18,1.9,0,0.05,0.07,-0.75,71.59,103.173,69.451,102.125,80,0,74.096,0,29.44,29.62,28.39,27.55,186.07,0,0.856532,1.116,0.664225,0,0,0,0,0,0,0,51.423,101.95,112.033,143.26,8309116083,3.829660654,-0.127445221,10.75491556,2.75224322,8.038425257,25-03-2022,0,0,Control 1,Not Rejected Tyre
36547,-3.21,-2.86,-1.82,-0.28,-1.11,0,0.23,0.4,-1.16,39.915,71.25,39.296,71.251,0,0,55.394,0,29.4,29.42,27.81,27.91,186.4,0,0.855922,1.116,0.662393,0,0,0,0,0,0,0,21.512,72.002,29.392,60.693,8309203753,4.12,5.05,20.33,19.45,38.66,25-03-2022,0,0,Control 1,Not Rejected Tyre
36532,-2.37,0.17,-2.5,2.65,0.84,0,-1.45,0.94,-0.14,151.673,183.179,191.971,224.002,0,0,44.83,0,29.34,29.21,27.85,27.81,186.94,0,0.85409,1.11538,0.666667,0,0,0,0,0,0,0,6.036,56.574,207.817,239.119,8309203720,7.52,4.97,14.67,8.97,5.94,25-03-2022,0,0,Control 1,Not Rejected Tyre
36514,-1.53,-0.12,-2.29,3.05,-1.42,0,-0.4,-0.15,-1.36,64.39,95.879,70.752,106.737,0,0,45.622,0,29.44,29.26,27.63,27.94,185.85,0,0.85409,1.116,0.661783,0,0,0,0,0,0,0,6.049,59.5,50.015,81.264,8309203704,7.74,1.43,12.64,5.13,8.05,25-03-2022,0,0,Control 1,Not Rejected Tyre
36510,-2.75,-1.9,-1.82,0.02,-2.1,0,-1.19,-0.15,0.1,29.402,60.862,28.994,60.883,0,0,44.802,0,29.16,29.42,27.76,27.94,185.85,0,0.851038,1.11538,0.663004,0,0,0,0,0,0,0,357.2384,430.21814,29.528,60.824,8309203737,8.1,1.1,33.33,8.77,39.15,25-03-2022,0,1,Control 1,Rejected Tyre
36509,-1.65,-1.65,-2.25,2.65,1.58,0,-1.5,-0.64,-0.16,37.639,69.285,37.404,69.289,0,0,55.03,0,29.21,29.35,27.87,27.8,185.36,0,0.851648,1.11538,0.661783,0,0,0,0,0,0,0,10.394,60.933,39.885,71.128,8309203732,9.01,-1.05,27.8,22.36,9.16,25-03-2022,0,1,Control 1,Rejected Tyre
36507,-1.36,5.0734,-3.66,0.19,-1.35,0,-1.93,-2.94,0.1,36.585,68.045,16.213,47.921,0,0,44.708,0,29.32,29.2,27.2166,27.4,183.06,0,0.855922,1.11538,0.663004,0,0,0,0,0,0,0,102.502,156.019,109.631,140.918,8309203716,12.5,-2.44,29,43.17,72.15,25-03-2022,0,1,Control 1,Rejected Tyre
36503,-1.21,-2.7,-2.28,1.3,-2.32,0,-1.87,-0.53,0.29,38.773,70.349,38.477,70.405,0,0,54.5,0,29.31,29.21,28,27.76,185.47,0,0.858364,1.11538,0.663004,0,0,0,0,0,0,0,6.736,57.289,29.74,61.01,8309203730,4.16,4.78,12.94,9.48,21.71,25-03-2022,0,0,Control 1,Not Rejected Tyre
105,5.11,2.84,-2.26,1.21,1.96,0,-1.79,0.4,0.11,33.521,77.206,8.453,62.134,0,0,470.86138,0,29.14,29.3,28.1,27.91,186.4,0,0.860195,1.11538,0.661783,0,0,0,0,0,0,0,6.042,59.585,5.243,61.317,8309116193,7.02,-3.23,3.63,16.23,19.08,25-03-2022,0,0,Control 1,Not Rejected Tyre
36727,-0.39,2.59,-1.96,-0.27,2.18,0,-1.79,0.18,-3.4434,72.575,104.166,71.649,104.198,0,0,4.175,0,29.21,29.35,28.39,27.84,186.18,0,0.851038,1.116,0.662393,0,0,0,0,0,0,0,120.982,171.403,152.616,183.851,8309116036,6.97,-3.93,37.64,50.54,87.54,25-03-2022,1,0,Control 1,Rejected Tyre
36729,-1.47,2.62,-1.98,1.18,-0.53,0,-0.32,-1.08,-0.15,46.362,77.959,42.963,75.647,0,0,61.128,0,29.61,29.63,28.39,27.62,184.92,0,0.854701,1.116,0.664225,0,0,0,0,0,0,0,79.647,130.217,54.897,86.162,8309116093,7.64,-1.57,22.75,35.21,57.42,25-03-2022,1,0,Control 1,Rejected Tyre
36748,-1.59,-1.52,-2.11,0.3,-0.94,0,0.23,0.13,-0.01,8.352,39.916,8.086,39.929,0,0,4.159,0,29.45,29.4,27.77,27.76,186.13,0,0.855922,1.10928,0.660562,0,0,0,0,0,0,0,260.548,312.45,8.835,40.156,8309203833,14.2,6.34,16,31.42,16.49,25-03-2022,0,1,Control 1,Rejected Tyre
36749,5.11,0.41,-2.24,0.55,-2.74,0,-4.04,-0.04,-0.74,61.626,93.385,83.351,115.493,0,0,265.13,0,28.76,28.84,27.86,27.91,185.96,0,0.855922,1.11538,0.660562,0,0,0,0,0,0,0,184.103,234.762,84.33,115.661,8309116210,10.42,-0.94,12.43,3.77,12.61,25-03-2022,0,1,Control 1,Rejected Tyre
36757,-0.28,1.84,-1.02,1.11,-0.09,0,-1.68,0.23,0.04,45.54,77.11,44.566,77.099,0,0,45.006,0,29.23,29.22,28.39,28,186.23,0,0.85348,1.11661,0.659951,0,0,0,0,0,0,0,10.415,60.947,29.704,60.95,8309116125,9.51,0.84,16,16.58,29.31,25-03-2022,0,1,Control 1,Rejected Tyre
36759,-0.19,-0.71,-0.1,1.98,-1.78,0,-1.1,-1.08,0.03,29.245,60.753,28.13,60.769,0,0,87.954,0,29.41,29.25,28.39,27.77,184.92,0,0.854701,1.11538,0.667277,0,0,0,0,0,0,0,10.396,60.922,72.656,103.989,8309116110,11.57,0.08,24.27,13.52,36.95,25-03-2022,0,1,Control 1,Rejected Tyre
36764,5.11,4.93,-2.02,0.12,0.41,0,-3.52,-0.43,-0.9,188.039,219.794,405.268,437.76,0,0,453.976,0,29.18,29.16,28.23,28.05,185.57,0,0.855922,1.11538,0.664225,0,0,0,0,0,0,0,179.32,230.002,467.08154,512.76524,8309116196,8.52,-1.75,13.83,7.02,18.04,25-03-2022,0,1,Control 1,Rejected Tyre
36794,-1.13,2.58,-2.38,1.63,-0.32,0,-1.31,-0.92,0.16,29.267,60.796,28.383,60.779,0,0,55.187,0,29.27,29.14,28.39,27.79,185.08,0,0.854701,1.11538,0.664225,0,0,0,0,0,0,0,10.413,60.839,30.812,62.093,8309116039,10.92876148,-0.54809761,17.48133442,8.481472739,25.36210071,25-03-2022,0,1,Control 1,Rejected Tyre
36815,0.25,2.22,-2,0.42,1.08,0,-0.89,-0.92,0.04,11.611,43.344,33.263,65.448,0,0,46.115,0,28.76,29.27,27.93,27.85,185.08,0,0.855922,1.11538,0.661783,0,0,0,0,0,0,0,6.027,78.886,431.723,463.081,8309116224,6.317016602,-0.614843369,11.08726291,1.552465153,10.24897189,25-03-2022,0,0,Control 1,Not Rejected Tyre
36816,1.3,3.78,-0.72,1.28,-2.74,0,-1.26,-0.59,-0.75,422.48768,472.21774,430.34916,485.08216,0,0,445.928,0,29.42,29.11,27.99,27.7,185.41,0,0.85348,1.11661,0.661783,0,0,0,0,0,0,0,54.718,105.426,156.06,187.414,8309116212,17.51,0.45,41.64,46.38,85.84,25-03-2022,0,1,Control 1,Rejected Tyre
36822,-4.36,-0.49,-4.27,-0.47,-0.88,0,0.12,-0.2,-0.4,129.254,160.833,128.932,160.842,0,0,44.894,0,29.24,29.26,27.64,27.76,185.8,0,0.854701,1.116,0.663004,0,0,0,0,0,0,0,10.455,60.994,29.229,60.885,8309203680,9.53,-1.2,36.04,43.53,7.55,25-03-2022,0,1,Control 1,Rejected Tyre
36824,-3.36,-1.29,-1.78,0.24,-0.82,0,0.39,1.05,-2.54,45.932,77.201,45.233,77.253,0,0,52.368,0,28.76,29.41,27.9,28,187.05,0,0.857753,1.11538,0.661783,0,0,0,0,0,0,0,6.024,59.257,29.706,60.956,8309203768,6.33,5.75,6,52.78,58.67,25-03-2022,0,0,Control 1,Not Rejected Tyre
36825,-3.36,-1.29,-1.78,0.24,-0.82,0,0.39,1.05,-2.54,45.932,77.201,45.233,77.253,0,0,52.368,0,28.76,29.41,27.9,28,187.05,0,0.857753,1.11538,0.661783,0,0,0,0,0,0,0,6.024,59.257,29.706,60.956,8309203768,6.82,6.21,6.4,51.24,57.28,25-03-2022,0,0,Control 1,Not Rejected Tyre
36560,-1.36,-0.59,-3.05,1.5,0.75,0,0.23,0.07,0.29,200.087,231.816,296.065,328.014,0,0,7.365,0,29.38,29.49,27.78,27.92,186.07,0,0.849817,1.11172,0.666667,0,0,0,0,0,0,0,7.404,60.723,317.678,348.955,8309203832,5.25,-6.78,27.74,33.43,16.6,25-03-2022,0,0,Control 1,Not Rejected Tyre
36830,0.67,3.54,-1.62,0.79,-2.28,0,-1.53,-1.9,-0.08,69.171,100.907,78.396,110.885,0,0,59.972,0,28.8,29.1,28.04,27.65,184.1,0,0.85348,1.11111,0.662393,0,0,0,0,0,0,0,109.01,159.651,124.304,155.651,8309116207,5.37,-0.42,26,31.7,8.57,25-03-2022,0,1,Control 1,Rejected Tyre
36577,-4.01,-1.3,-1.52,1.93,0.39,0,0.5,0.23,-1.8,42.121,73.552,41.652,73.553,0,0,57.528,0,29.45,29.41,27.94,28.03,186.23,0,0.855922,1.116,0.662393,0,0,0,0,0,0,0,6.06,59.349,29.787,60.987,8309203775,10.4,-0.14,18.66,24.49,24.37,25-03-2022,0,1,Control 1,Rejected Tyre
36584,-2.53,1.52,-2.07,1.4,-2.05,0,0.23,0.07,-1.61,29.373,60.708,28.79,60.706,0,0,44.901,0,29.28,29.36,27.83,27.74,186.07,0,0.851648,1.11416,0.666667,0,0,0,0,0,0,0,10.437,60.905,29.517,60.832,8309203785,10.4,-5.07,19.92,6.07,23.79,25-03-2022,0,1,Control 1,Rejected Tyre
36705,-4.32,-1.16,-1.68,0.03,-0.4,0,-0.35,-0.86,0.62,11.963,51.421,101.422,133.51,0,0,31.206,0,29.41,29.34,27.79,27.84,185.14,0,0.855922,1.11111,0.663004,0,0,0,0,0,0,0,357.2384,430.21814,102.482,133.814,8309203871,8.89,-1.41,15.56,18.74,26.09,25-03-2022,0,1,Control 1,Rejected Tyre
36666,-5.06,-1.13,-1.53,0.12,-0.3,0,0.3,-0.21,-0.55,25.822,57.504,26.009,58.579,0,0,63.499,0,29.55,29.61,28.39,27.87,185.79,0,0.85348,1.11661,0.662393,0,0,0,0,0,0,0,30.504,81.03,18.405,49.709,8309116102,6.31,-0.72,25.67,29.19,54.42,25-03-2022,1,0,Control 1,Rejected Tyre
4653,-2.55,0.27,-1.21,2.62,1.28,0,-2.32,0.61,-0.5,29.061,60.652,28.172,60.694,80,0,40.948,0,29.22,29.15,28.39,27.93,186.61,0,0.85348,1.116,0.663004,0,0,0,0,0,0,0,10.577,61.03,29.708,60.975,8309116127,3.53,-2.77,4.66,17.6,20.58,25-03-2022,0,0,Control 1,Not Rejected Tyre
36665,-3.79,1.72,-1.91,1.56,-0.71,0,0.41,0.18,-3.21,50.73,82.352,45.865,78.448,0,0,56.618,0,29.46,29.41,28.39,27.84,186.18,0,0.85409,1.11661,0.662393,0,0,0,0,0,0,0,48.769,99.294,66.97,98.607,8309116084,6.43,2.97,38.9,33.81,70.76,25-03-2022,1,0,Control 1,Rejected Tyre
36659,-4.05,0.03,-3.06,0.1,0,0,0.18,0.61,0.1,26.317,57.983,28.722,60.646,0,0,44.885,0,29.17,28.73,27.59,27.75,186.61,0,0.85409,1.11355,0.664225,0,0,0,0,0,0,0,10.356,60.912,51.58,82.884,8309203744,4.53,-19.25,14.96,21.38,26.26,25-03-2022,0,0,Control 1,Not Rejected Tyre
36652,0.2,0.04,-0.73,1.89,-0.27,0,-0.74,0.77,0.22,29.134,60.658,28.312,60.683,0,0,69.583,0,29.45,29.6,28.39,27.79,186.77,0,0.851038,1.11172,0.663004,0,0,0,0,0,0,0,10.481,60.915,56.457,87.741,8309116062,9.73,-2.53,12.16,10.17,22.21,25-03-2022,0,1,Control 1,Rejected Tyre
36651,-1.36,-0.14,-1.57,3.05,-0.84,0,0.57,0.07,0.55,39.576,71.014,38.593,71.015,0,0,57.215,0,28.76,29.43,28.39,27.84,186.07,0,0.854701,1.11355,0.661783,0,0,0,0,0,0,0,10.502,61.011,42.239,73.528,8309116116,9.32,-4.43,18.28,21.59,28.61,25-03-2022,0,1,Control 1,Rejected Tyre
36650,-0.86,1.19,-1.61,1.06,-2.14,0,-0.74,-0.43,0.23,29.007,60.7,28.293,60.709,0,0,44.865,0,29.15,29.39,28.39,27.79,185.57,0,0.85409,1.11111,0.663004,0,0,0,0,0,0,0,74.404,124.919,29.613,60.911,8309116107,9.87,-1.21,4.49,14.92,16.51,25-03-2022,0,1,Control 1,Rejected Tyre
36649,-1.61,1.19,-2.54,0.49,-0.99,0,-0.48,0.13,-0.67,33.416,64.984,39.959,72.54,0,0,85.674,0,29.44,29.5,28.39,27.72,186.13,0,0.85348,1.116,0.662393,0,0,0,0,0,0,0,81.911,132.435,39.914,90.45,8309116085,9.01,-3.15,19.68,23.63,31.47,25-03-2022,0,1,Control 1,Rejected Tyre
36648,-1.89,0.39,-1.47,0.53,-0.03,0,-0.26,0.4,-0.25,49.183,80.777,55.363,87.938,0,0,355.935,0,29.5,29.49,28.39,27.67,186.4,0,0.854701,1.116,0.664225,0,0,0,0,0,0,0,86.304,136.779,72.883,104.217,8309116070,10.55,-2.47,21.99,16.51,31.08,25-03-2022,0,1,Control 1,Rejected Tyre
36647,-0.69,1.52,-0.99,-1.13,0.63,0,-1.95,0.07,-0.82,111.223,142.821,110.345,142.822,0,0,164.513,0,29.44,29.27,28.39,27.93,186.07,0,0.857753,1.116,0.662393,0,0,0,0,0,0,0,47.7,98.14,29.991,61.169,8309116035,8.15,-1.46,34.41,16.42,22.77,25-03-2022,0,1,Control 1,Rejected Tyre
36644,-1.43,0.72,-2,0.79,0.38,0,-0.95,-0.54,0.02,133.347,164.881,132.442,164.873,0,0,4.159,0,29.35,29.43,28.39,27.82,185.46,0,0.851648,1.11538,0.666667,0,0,0,0,0,0,0,20.79,71.196,5.027,114.603,8309116037,9.6,-1.17,6.26,35.84,29.64,25-03-2022,0,1,Control 1,Rejected Tyre
